id_str;from_user;text;created_at;time;geo_coordinates;user_lang;in_reply_to_user_id_str;in_reply_to_screen_name;from_user_id_str;in_reply_to_status_id_str;source;profile_image_url;user_followers_count;user_friends_count;user_utc_offset;status_url;entities_str
481084712438738000;tramullas;Los que querÃ¡is seguir el seminario sobre Almetrics en WebScience2014,atended a la etiqueta #altmetrics14 congreso al completo en #websci14;Mon Jun 23 14:41:48 +0000 2014;23.06.2014 10:41;;es;;;65723778;;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";http://pbs.twimg.com/profile_images/394450259/siestanoruega_normal.jpg;1750;107;7200;http://twitter.com/tramullas/statuses/481084712438738944;"{""symbols"":[],""urls"":[],""hashtags"":[{""text"":""altmetrics14"",""indices"":[92,105]},{""text"":""websci14"",""indices"":[130,139]}],""user_mentions"":[]}"
481084626618687000;habib;RT @RouhiRoo: .@altmetric @ #altmetrics14 - #henkmoed essential to distinguish between societal and scholarly impact;Mon Jun 23 14:41:27 +0000 2014;23.06.2014 10:41;;en;;;11114;;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";http://pbs.twimg.com/profile_images/457770872/MCHabib05102009headonly_normal.JPG;1585;903;7200;http://twitter.com/habib/statuses/481084626618687489;"{""symbols"":[],""urls"":[],""hashtags"":[{""text"":""altmetrics14"",""indices"":[28,41]},{""text"":""henkmoed"",""indices"":[44,53]}],""user_mentions"":[{""id"":2190724014,""name"":""Sara Rouhi"",""indices"":[3,12],""screen_name"":""RouhiRoo"",""id_str"":""2190724014""},{""id"":350424151,""name"":""Altmetric"",""indices"":[15,25],""screen_name"":""altmetric"",""id_str"":""350424151""}]}"
481084502132129000;RouhiRoo;.@altmetric @ #altmetrics14 - #henkmoed essential to distinguish between societal and scholarly impact;Mon Jun 23 14:40:58 +0000 2014;23.06.2014 10:40;;en;;;2190724014;;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";http://pbs.twimg.com/profile_images/477539917333925888/fjXuw_h-_normal.png;184;272;;http://twitter.com/RouhiRoo/statuses/481084502132129793;"{""symbols"":[],""urls"":[],""hashtags"":[{""text"":""altmetrics14"",""indices"":[14,27]},{""text"":""henkmoed"",""indices"":[30,39]}],""user_mentions"":[{""id"":350424151,""name"":""Altmetric"",""indices"":[1,11],""screen_name"":""altmetric"",""id_str"":""350424151""}]}"
481084479516459000;isidroaguillo;RT @Impactstory: Moed also describes an important concept: usage/citation â€œleaksâ€â€”not all downloads and cites recorded #altmetrics14;Mon Jun 23 14:40:52 +0000 2014;23.06.2014 10:40;;es;;;540098505;;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";http://pbs.twimg.com/profile_images/1985484831/aguillo_gesticulando_normal.jpg;1260;1409;7200;http://twitter.com/isidroaguillo/statuses/481084479516459008;"{""symbols"":[],""urls"":[],""hashtags"":[{""text"":""altmetrics14"",""indices"":[119,132]}],""user_mentions"":[{""id"":375668090,""name"":""Impactstory"",""indices"":[3,15],""screen_name"":""Impactstory"",""id_str"":""375668090""}]}"
481084342761189000;RouhiRoo;.@altmetric @ #altmetrics14 - data web = linked web that connects all parts of knowledge - online network for machines to read;Mon Jun 23 14:40:20 +0000 2014;23.06.2014 10:40;;en;;;2190724014;;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";http://pbs.twimg.com/profile_images/477539917333925888/fjXuw_h-_normal.png;184;272;;http://twitter.com/RouhiRoo/statuses/481084342761189376;"{""symbols"":[],""urls"":[],""hashtags"":[{""text"":""altmetrics14"",""indices"":[14,27]}],""user_mentions"":[{""id"":350424151,""name"":""Altmetric"",""indices"":[1,11],""screen_name"":""altmetric"",""id_str"":""350424151""}]}"
481083970579603000;isidroaguillo;RT @RouhiRoo: .@altmetric @ #altmetrics14 - citations are public but usage is private (downloads, browsing, etc);Mon Jun 23 14:38:51 +0000 2014;23.06.2014 10:38;;es;;;540098505;;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";http://pbs.twimg.com/profile_images/1985484831/aguillo_gesticulando_normal.jpg;1260;1409;7200;http://twitter.com/isidroaguillo/statuses/481083970579603457;"{""symbols"":[],""urls"":[],""hashtags"":[{""text"":""altmetrics14"",""indices"":[28,41]}],""user_mentions"":[{""id"":2190724014,""name"":""Sara Rouhi"",""indices"":[3,12],""screen_name"":""RouhiRoo"",""id_str"":""2190724014""},{""id"":350424151,""name"":""Altmetric"",""indices"":[15,25],""screen_name"":""altmetric"",""id_str"":""350424151""}]}"
481083878757892000;dbisibk;eva am workshop :) RT @WebSciConf: #websci14 #altmetrics14 workshop http://t.co/ssB46L9udB7;Mon Jun 23 14:38:29 +0000 2014;23.06.2014 10:38;;de;;;2153662998;;"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>";http://pbs.twimg.com/profile_images/378800000642868001/0f0719643693b29c5453cea2e612f459_normal.jpeg;16;9;;http://twitter.com/dbisibk/statuses/481083878757892097;"{""symbols"":[],""urls"":[],""hashtags"":[{""text"":""websci14"",""indices"":[35,44]},{""text"":""altmetrics14"",""indices"":[45,58]}],""user_mentions"":[{""id"":1948032967,""name"":""WebSciConf"",""indices"":[22,33],""screen_name"":""WebSciConf"",""id_str"":""1948032967""}]}"
481083863239000000;RouhiRoo;.@altmetric @ #altmetrics14 - signaling mechanisms help ppl decide where to direct attention #reinventingdiscovery #knielsen #rabbithole;Mon Jun 23 14:38:25 +0000 2014;23.06.2014 10:38;;en;;;2190724014;;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";http://pbs.twimg.com/profile_images/477539917333925888/fjXuw_h-_normal.png;184;272;;http://twitter.com/RouhiRoo/statuses/481083863239000065;"{""symbols"":[],""urls"":[],""hashtags"":[{""text"":""altmetrics14"",""indices"":[14,27]},{""text"":""reinventingdiscovery"",""indices"":[93,114]},{""text"":""knielsen"",""indices"":[115,124]},{""text"":""rabbithole"",""indices"":[125,136]}],""user_mentions"":[{""id"":350424151,""name"":""Altmetric"",""indices"":[1,11],""screen_name"":""altmetric"",""id_str"":""350424151""}]}"
481083633772818000;RouhiRoo;".@altmetric @ #altmetrics14 - ""amplify cognitive intelligence by scaling up collaborations"" #biologyborrowing";Mon Jun 23 14:37:31 +0000 2014;23.06.2014 10:37;;en;;;2190724014;;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";http://pbs.twimg.com/profile_images/477539917333925888/fjXuw_h-_normal.png;184;272;;http://twitter.com/RouhiRoo/statuses/481083633772818434;"{""symbols"":[],""urls"":[],""hashtags"":[{""text"":""altmetrics14"",""indices"":[14,27]},{""text"":""biologyborrowing"",""indices"":[92,109]}],""user_mentions"":[{""id"":350424151,""name"":""Altmetric"",""indices"":[1,11],""screen_name"":""altmetric"",""id_str"":""350424151""}]}"
481083631096823000;mkrauskopf;RT @kwelle: citations to highly downloaded papers exceed a certain threshold, but hardly correlate with downloads. Moed at #altmetrics14;Mon Jun 23 14:37:30 +0000 2014;23.06.2014 10:37;;en;;;182423336;;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";http://pbs.twimg.com/profile_images/1571295846/Foto_267_normal.jpg;787;1013;-14400;http://twitter.com/mkrauskopf/statuses/481083631096823808;"{""symbols"":[],""urls"":[],""hashtags"":[{""text"":""altmetrics14"",""indices"":[123,136]}],""user_mentions"":[{""id"":78688499,""name"":""Katrin Weller"",""indices"":[3,10],""screen_name"":""kwelle"",""id_str"":""78688499""}]}"
